State,County,Agency,Scraper,Website,Courts Website,What Data Exists,Code,FOIA Req Needed?,NIBRS?,2019 Population,Percent completion
Ohio,Clermont County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://clermontsheriff.org/criminal-offense-and-arrest-reports/ , https://clermontsheriff.org/jail-inmate-search/","https://municipal.clermontclerk.org/eservices/home.page , https://commonpleas.clermontclerk.org/eservices/home.page","Incident reports, traffic citations, criminal cases (x2), jail roster, arrest records, criminal offense reports",,,OIBRS,"206,428",
Ohio,Clinton County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://clintonsheriff.com/contact-us/ , http://66.203.18.194/ActiveInmates/","https://www.clintonmunicourt.org/recordSearch.php , https://www.clintoncountycourts.org/recordSearch.php?k=acceptAgreementacceptAgreementacceptAgreementacceptAgreementacceptAgreementsearchForm1404","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"41,968",
Ohio,Columbiana County,"Sheriff, Court of Common Pleas, Municipal Court",,http://www.colcountysheriff.com/civil,"https://courts.ccclerk.org/benchmarkweb/Home.aspx/Search , https://courts.ccclerk.org/benchmarkwebmuni/Home.aspx/Search","Incident reports, traffic citations, criminal cases (x2)",,Sheriff,OIBRS,"101,883",
Ohio,Coshocton County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.coshoctoncounty.net/sheriff/records-bureau/ , https://www.coshoctoncounty.net/sheriff/inmate-information/","http://www.coshoctonmunicipalcourt.com/recordSearch.php , https://eservices.coshoctoncourt.com/eservices/home.page","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"36,600",
Ohio,Crawford County,"Sheriff, Court of Common Pleas, Municipal Court",,http://www.crawfordcountysheriffohio.com/,"http://clerk.crawford-co.org , http://www.crawfordcountymuni.org/recordSearch.php","Incident reports, traffic citations, criminal cases (x2)",,Sheriff,OIBRS,"41,494",
Ohio,Cuyahoga County,"Sheriff, Court of Common Pleas, Municipal Court",,https://sheriff.cuyahogacounty.us/en-US/Criminal-Records.aspx,"https://cpdocket.cp.cuyahogacounty.us/ , https://eservices.cmcoh.org/eservices/home.page","Incident reports, traffic citations, criminal cases (x2)",,Sheriff,OIBRS,"1,235,072",
Ohio,Darke County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.darkecountysheriff.org/records , http://darke.miamivalleyjails.org/",,"Traffic citations, criminal cases (x2), jail roster",,Sheriff,,"51,113",
Ohio,Defiance County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.defiance-county.com/dcso/index.html , https://www.ccnoregionaljail.org/Bookings.htm","http://www.defiancemunicipalcourt.com/recordSearch.php , http://defianceclerkofcourts.com/eservices/home.page","Traffic citations, criminal cases (x2), jail roster",,Sheriff,,"38,087",
Ohio,Delaware County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://sheriff.co.delaware.oh.us/divisions/law-enforcement/ , https://sheriff.co.delaware.oh.us/jtlist/","https://court.co.delaware.oh.us/eservices/home.page , https://connect.municipalcourt.org/AWC/court/","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,,"209,177",
Ohio,Erie County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://eriecosooh.glyphreports.com/ , https://jail.eriecounty.oh.gov:8443/TDT_Viewer","https://muni.eriecounty.oh.gov/recordSearch.php , http://clerkofcourts.eriecounty.oh.gov/eservices","Incident reports, traffic citations, criminal cases (x2), jail roster",,,OIBRS,"74,266",
Ohio,Fairfield County,"Sheriff, Court of Common Pleas, Municipal Court",,https://www.sheriff.fairfield.oh.us/,"https://courtview.co.fairfield.oh.us/eservices/home.page.2 , http://12.49.195.19/recordSearch.php?k=searchForm2328","Traffic citations, criminal cases (x2)",,Sheriff,,"157,574",
Ohio,Fayette County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.faycoso.com/165/Public-Records-Request-a-Report , http://www.fayette.miamivalleyjails.org/DEFAULT.ASPX","http://74.219.179.50/search.shtml , https://courts.fayette-co-oh.com/","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,,"28,525",
Ohio,Franklin County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://sheriff.franklincountyohio.gov/About/Divisons/Administrative-Services/Records-Bureau , https://fcsojmsweb.franklincountyohio.gov/Publicview/(S(14knmnmsuo4boqb3t2l4aw0k))/BookingFind.aspx","http://www.fcmcclerk.com/case/search , https://fcdcfcjs.co.franklin.oh.us/CaseInformationOnline/","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"1,316,756",
Ohio,Fulton County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.ccnoregionaljail.org/Bookings.htm , https://www.fultoncountyoh.com/242/Sheriff",http://pa.fultoncountyoh.com/,"Incident reports, traffic citations, criminal cases, jail roster",,Sheriff,OIBRS,"42,126",
Ohio,Gallia County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://galliasheriff.org/Inmates/view.php , http://www.galliasheriff.org/camera-registry/","https://gallianet.net/14-clerk-of-courts/58-courts-online , http://173.249.134.245/searchMC.shtml","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"29,898",
Ohio,Geauga County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,https://sheriff.co.geauga.oh.us/Records,"http://municourt.co.geauga.oh.us/eservices/home.page.2 , https://web.geaugacourts.org/eservicesCP/home.page.2","Incident reports, traffic citations, criminal cases (x2), booking files, traffic warnings",,"Sheriff, County Jail",OIBRS,"93,649",
Ohio,Greene County,"Sheriff, Court of Common Pleas, Municipal Court (x2), County Jail",,"http://miamivalleyjails.org/default.aspx , https://www.co.greene.oh.us/1610/Public-Records-Requests","http://eaccess.ci.xenia.oh.us/ , https://courts.co.greene.oh.us/eservices/home.page.2 , https://www.fairbornmunicipalcourt.us/search.php","Incident reports, traffic citations, criminal cases (x3), jail roster",,Sheriff,OIBRS,"168,937",
Ohio,Guernsey County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://guernseysheriff.com/contact-information/ , http://inmateportal.guernseysheriff.com/guernseypublicview/(S(m5gguenpnmohe5ue1e4lpn45))/BookingFind.aspx","https://clerkofcourts.guernseycounty.org/eservices/home.page.2 , https://web1.civicacmi.com/Cambridge/Court/Default.aspx","Traffic citations, criminal cases (x2), jail roster",,Sheriff,,"38,875",
Ohio,Hamilton County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.hcso.org/administration/ , http://apps.hcso.org/inmates.aspx",https://www.courtclerk.org/records-search/,"Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"817,473",
Ohio,Hancock County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://hancocksheriff.org/active-inmates/ , https://hancocksheriff.org/records/","https://ea.co.hancock.oh.us/eservices/home.page.2 , https://xfoien2k.findlayohio.com/Cases/Search","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,,"75,783",
Ohio,Hardin County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://www.hcdetention.com/Hardin_Inmatelist.html , http://co.hardin.oh.us/sheriff/accidentSearch.php , http://co.hardin.oh.us/sheriff/services.php","http://www.hardincourts.com/recordSearch.php?k=searchForm3320 , http://www.hardincourts.com/recordSearch.php?k=searchForm3301","Incident reports, crash reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"31,365",
Ohio,Harrison County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.harrisoncountyohio.org/current-inmates , https://www.harrisoncountyohio.org/sheriff-contact-us","http://8.21.104.56:8888/recordSearch.php?k=searchForm3404 , https://www.harrisoncountyohio.org/court","Traffic citations, criminal cases (x2), jail roster",,"Sheriff, Municipal Court",,"15,040",
Ohio,Henry County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.ccnoregionaljail.org/Bookings.htm , https://www.henrycountysheriff.com/","http://www.napoleonmunicipalcourt.com/recordSearch.php , https://eservices.henrycountyohio.gov/eservices/home.page.2","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"27,006",
Ohio,Highland County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://miamivalleyjails.org/default.aspx , http://co.highland.oh.us/","http://eaccess.hccpc.org/eservices/home.page , http://24.123.13.34/","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"43,161",
Ohio,Hocking County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.hockingsheriff.org/ , https://inmates.seorj.com/archonixXJailPublic/","https://cpsearch.co.hocking.oh.us/eservices/home.page , https://www.hockingcountymunicipalcourt.com/search.php","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"28,264",
Ohio,Holmes County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://www.holmescountysheriff.org/public-information-request/ , http://www.holmescountysheriff.org/jail-and-corrections/",http://courts.co.holmes.oh.us/eservices/home.page,"Incident reports, traffic citations, criminal cases (x2), jail roster",,"Sheriff, County Jail",OIBRS,"43,960",
Ohio,Huron County,"Sheriff, Court of Common Pleas, Municipal Court (x3), County Jail",,"http://www.huroncountysheriff.org/jailroster.html , http://www.huroncountysheriff.org/contact.html","http://www.huroncountycommonpleas.org/case.php , http://www.norwalkmunicourt.com/search.php , https://www.huronmunicourt.us/recordSearch.php , https://www.cityofbellevue.com/Bellevue/bellevue-municipal-court/","Incident reports, traffic citations (x3), criminal cases (x4), jail roster",,"Sheriff, Municipal Court",,"58,266",
Ohio,Jackson County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.jacksoncountysheriffal.org/roster.php , http://www.jacksonso.org/contact.html","https://www.jacksoncountymunicipalcourt.com/recordSearch.php , http://173.249.140.218/eservices/home.page","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"32,413",
Ohio,Jefferson County,"Sheriff, Court of Common Pleas, Municipal Court (x4), County Jail",,"https://www.jeffcoso.org/roster.php , https://www.jeffersoncountysheriff.com/contact-us/","https://eservices.jeffersoncountyoh.com/eservices/home.page.2 , https://cv.jeffcch.com/eservices/home.page.2 , http://web1.civicacmi.com/Steubenville/Court/Default.aspx","Incident reports, traffic citations (x4), criminal cases (x5), jail roster",,Sheriff,OIBRS,"65,325",
Ohio,Knox County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://inmateroster.knoxcountysheriff.com:8080/TDT_Viewer/ , https://www.knoxcountysheriff.com/index.php/civil-division-records-division","https://www.clerkofcourts.co.knox.oh.us/eservices/home.page.2 , http://web1.civicacmi.com/MtVernonMC/Court/Default.aspx","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"62,322",
Ohio,Lake County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.lakecountyohio.gov/sheriffoffice/Sheriffs-Jail-Roster , https://www.lakecountyohio.gov/sheriffoffice/Public-Records","https://phoenix.lakecountyohio.gov/pa/ , http://www.willoughbycourt.com/WilloughbyMC/Court/Default.aspx , https://www.pmcourt.com/search.shtml , https://www.mentormunicipalcourt.org/recordSearch.php?k=searchForm4322","Incident reports, traffic citations (x3), criminal cases (x4), jail roster",,Sheriff,OIBRS,"230,149",
Ohio,Lawrence County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.lawrencecosheriff.com/roster.php , https://www.lawcoso.com/","http://www.lawcomunicourt.com/Search/ , http://www.irontonmuni.com/recordSearch.php?k=searchForm4420 , https://www.lawrenceclerk.com/eservices/home.page.2","Incident reports, traffic citations (x2), criminal cases (x3), jail roster",,Sheriff,OIBRS,"59,463",
Ohio,Licking County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,https://apps.lcounty.com/sheriff/InmateList/,"https://www.lcounty.com/TAGCPM.PA.PublicPortal/ , https://connection.lcmunicipalcourt.com/awc/Court/Default.aspx","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"176,862",
Ohio,Logan County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"http://miamivalleyjails.org/default.aspx , https://www.logansheriff.com/571/Request-Report-Copies","https://caserecords.co.logan.oh.us/eservices/home.page.2 , https://web1.civicacmi.com/BellefontaineMC/Court/","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"45,672",
Ohio,Lorain County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://173.188.109.116/newworld.inmateinquiry/Default , http://www.loraincountysheriff.com/Page.aspx?id=137","http://public.lorainmunicourt.org/lorain/ , https://eservices.elyriamunicourt.org/ , http://cp.onlinedockets.com/loraincp/ , https://oberlinmunicipalcourt.org/public-access/ , https://www.avonlakecourt.com/search.php , http://www.vermilionmunicipalcourt.org/recordSearch.php","Incident reports, traffic citations (x5), criminal cases (x6), jail roster",,Sheriff,OIBRS,"309,833",
Ohio,Lucas County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"https://www.ccnoregionaljail.org/Bookings.htm , https://www.co.lucas.oh.us/Directory.aspx?DID=29","https://tools.tmc-clerk.com/caseinformation/criminaltraffic/ , https://www.co.lucas.oh.us/99/Dockets-Online , https://connect.maumee.org/Court/Court/Default.aspx , https://www.oregonmunicipalcourt.us/court-records/2-uncategorised/50-criminal-cases , https://courtsvr.sylvaniacourt.com/","Incident reports, traffic citations (x4), criminal cases (x5), jail roster",,Sheriff,OIBRS,"428,348",
Ohio,Madison County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://tricounty.miamivalleyjails.org/ , http://madisonsheriff.org/contact_information.htm","https://www.co.madison.oh.us/departments/court_system/municipal_court/record_search.php , https://www.co.madison.oh.us/departments/court_system/clerk_of_courts/records_search.php","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"44,731",
Ohio,Mahoning County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"http://pii.mahoningcountyoh.gov/ , https://mahoningsheriff.com/index.php/nibrs-upload , https://mahoningsheriff.com/index.php/about-us/contact-us","http://www.campbellmunicipalcourt.com/ , http://www.strutherscourt.com/searchMC.php , https://www.youngstownmunicipalcourt.com/eservices/home.page.2 , https://ecourts.mahoningcountyoh.gov/eservices/home.page.2","Incident reports, traffic citations (x3), criminal cases (x4), jail roster, crash reports",,Sheriff,OIBRS,"228,683",
Ohio,Marion County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"http://www.co.marion.oh.us/sheriff/contact-us/ , https://www.co.marion.or.us/SO/Probation/Pages/offenderinfo.aspx","https://www.marionmunicipalcourt.org/recordSearch.php?k=searchForm5120 , http://courtrecords.co.marion.oh.us/eservices/home.page.2;jsessionid=E8DEFE6EB23D232174FBD6900FC227BB","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"65,093",
Ohio,Medina County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,http://www.medinasheriff.com/Public%20Records%20Policy.htm,"http://www.co.medina.oh.us/medct_epublicnodr/UserLogin.aspx , https://benchmark.medinamunicipalcourt.org/Home.aspx/Search , https://www.wadsworthcity.com/457/Search-Public-Records","Incident reports, traffic citations (x2), criminal cases (x3), jail roster",,"Sheriff, County Jail",OIBRS,"179,746",
Ohio,Meigs County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.meigssheriff.org/faqs , https://www.meigssheriff.org/jail","http://docket.webxsol.com/meigs/index.html , http://66.76.210.116/eservices/home.page.2","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"22,907",
Ohio,Mercer County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.mercercountysheriff.org/public-records-request , https://inmate.mercercountysheriff.org/","http://web1.civicacmi.com/CelinaMC/Court/Default.aspx , https://www.mercercountyohio.org/public-records-policy/","Incident reports, traffic citations, criminal cases (x2), jail roster",,"Sheriff, Municipal Court",OIBRS,"41,172",
Ohio,Miami County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://miamivalleyjails.org/default.aspx , https://www.miamicountyohio.gov/928/Records",http://courts.miamicountyohio.gov/,"Incident reports, traffic citations, criminal cases, jail roster",,Sheriff,OIBRS,"106,987",
Ohio,Monroe County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://www.monroesheriff.com/public-records-requests.html , http://www.monroesheriff.com/jail.html",https://access.monroecountyohio.com/,"Incident reports, traffic citations, criminal cases, jail roster",,"Sheriff, County Jail",,"13,654",
Ohio,Montgomery County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"http://miamivalleyjails.org/default.aspx , https://www.mcohiosheriff.org/community/cash_retrieval/index.php , https://www.mcohiosheriff.org/support_services/records_and_property/public_records.php","https://montcourt.oh.gov/litigants/#case-information , http://www.clerk.co.montgomery.oh.us/pro/ , https://clerkofcourt.daytonohio.gov/PA/CourtTypes.cfm , https://caselookup.ketteringmunicipalcourt.com , https://docket.vandaliaohio.org//awc/Court/Default.aspx","Incident reports, traffic citations (x4), criminal cases (x5), jail roster, crash reports",,Sheriff,OIBRS,"531,687",
Ohio,Morgan County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://inmates.seorj.com/archonixXJailPublic/ , https://www.morgansheriff.com/contact-us/","https://www.morgancounty-oh.gov/clerkofcourts.html , https://www.morgancounty-oh.gov/countycourt.html","Incident reports, traffic citations, criminal cases, jail roster",,"Sheriff, Municipal Court, Court of Common Pleas",OIBRS,"14,508",
Ohio,Morrow County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://morrowcountysheriff.com/records/ , https://morrowcountysheriff.com/correctional-facility/","https://www.morrowcountymunict.org/history.php , https://clerkofcourts.morrowcountyohio.gov/eservices/home.page","Traffic citations, criminal cases (x2), jail roster",,Sheriff,,"35,328",
Ohio,Muskingum County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"https://www.ohiomuskingumsheriff.org/Divisions/Jail/Inmate-Registry/ , https://www.ohiomuskingumsheriff.org/Divisions/Records/","http://www.muskingumcountycourt.org/recordSearch.php , https://clerkofcourts.muskingumcounty.org/eservices/home.page , http://74.219.84.227/","Incident reports, traffic citations (x2), criminal cases (x3), jail roster",,Sheriff,OIBRS,"86,215",
Ohio,Noble County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://noblecountysheriffsoffice.com/contact-us/ , https://noblecountysheriffsoffice.com/jail-roster/","http://noblecommonpleas.org/recordSearch.php , https://noblecountyohio.gov/noble-county-clerk-of-courts/","Traffic citations, criminal cases (x2), jail roster",,"Sheriff, Municipal Court",,"14,424",
Ohio,Ottawa County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://ottawacountysheriff.info/divisions/ , https://omsweb.public-safety-cloud.com/jtclientweb/(S(32wc0imxgpy1mo5ltfup1frw))/jailtracker/index/Ottawa_County_OH","https://www.ottawacountymunicipalcourt.com/recordSearch.php?k=searchForm6220 , http://commonpleas.co.ottawa.oh.us/BenchmarkWebProd/Home.aspx/Search","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"40,525",
Ohio,Paulding County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://www.pauldingohsheriff.com/records-request/ , http://www.pauldingohsheriff.com/wp-content/uploads/jail_roster2.pdf","www.pauldingcommonpleas.com/eservices/home.page , http://www.pauldingcountycourt.com/recordSearch.php","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"18,672",
Ohio,Perry County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://inmates.seorj.com/archonixXJailPublic/ , https://perrycountysheriff.org/record-request-form/","https://www.perrycountycourt.com/recordSearch.php?k=searchForm6410 , http://pccommonpleas.com/recordSearch.php","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"36,134",
Ohio,Pickaway County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://ijis.pickawaysheriff.com/activeinmates/ , http://www.pickawaysheriff.com/index.php/general-information/contact-us","https://www.pickawaycountycpcourt.org/ , https://onlinedocket.circlevillecourt.com/recordSearch.php","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"58,457",
Ohio,Pike County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,http://wp2.pikecosheriff.com/,"https://www.pikecountycourt.org/recordSearch.php?k=searchForm6610 , https://pikecountycpcourt.org/","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"27,772",
Ohio,Portage County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,https://www.co.portage.oh.us/sheriffs-department/pages/records-division,https://services.portageco.com/eservices/home.page,"Incident reports, traffic citations, criminal cases, jail roster",,"Sheriff, County Jail",OIBRS,"162,466",
Ohio,Preble County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://miamivalleyjails.org/default.aspx , http://www.preblecountysheriff.org/administrative-services/","http://docket.webxsol.com/eaton/index.html , https://pa.preblecountyohio.net/","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"40,882",
Ohio,Putnam County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.sheriffoff.com/contact-us/report-request/ , https://www.sheriffoff.com/inmate-visitation/",http://www.putnamcountycourtsohio.com/,"Incident reports, traffic citations, criminal cases, jail roster",,Sheriff,OIBRS,"33,861",
Ohio,Richland County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.richlandcountyoh.gov/departments/records.php , https://www.richlandcountyoh.gov/departments/who_s_in_jail2.php","https://ci.mansfield.oh.us/departments-sp-783975672/clerk-of-court.html , http://richlandcourtsoh.us/pa","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"121,154",
Ohio,Ross County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://miamivalleyjails.org/default.aspx , https://www.rosssheriff.com/Report.html","https://public.chillicothemunicipalcourt.org/recordSearch.php , https://eaccess.co.ross.oh.us/","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"76,666",
Ohio,Sandusky County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://198.101.49.158:8443/TDT_Home/calls.htm , https://sanduskycountyoh.gov/index.php?page=sheriff","https://www.sanduskymunicipalcourt.org/recordSearch.php?k=searchForm2220 , http://www.fremontmunicipalcourt.org/recordSearch.php , https://www.uppermunicourt.com/recordSearch.php?k=searchForm8820 , http://www.sandusky-county.org/Clerk/record_search/search2.php","Incident reports, traffic citations (x3), criminal cases (x4), jail roster, dispatch logs",,Sheriff,OIBRS,"58,518",
Ohio,Scioto County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,http://www.sciotocountysheriff.com/2017-FILES/2017INDEX.html,"https://sciotocountycpcourt.org/eservices/home.page , http://www.pmcourt.org/recordSearch.php","Incident reports, traffic citations, criminal cases (x2), jail roster",,"Sheriff, County Jail",OIBRS,"75,314",
Ohio,Seneca County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,https://www.senecacountyso.org/index.html,"https://tiffinfostoriamunicipalcourt.org/recordSearch.php?k=searchForm7421 , http://www.senecaco.org/cgi-bin/db2www.pgm/cpq.mbr/main","Incident reports, traffic citations, criminal cases (x2), jail roster",,"Sheriff, County Jail",OIBRS,"55,178",
Ohio,Shelby County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"http://miamivalleyjails.org/default.aspx , https://co.shelby.oh.us/sheriffs-office/contact-us/",https://co.shelby.oh.us/clerk-of-courts/public-records-search/,"Incident reports, traffic citations, criminal cases, jail roster",,Sheriff,OIBRS,"48,590",
Ohio,Stark County,"Sheriff, Court of Common Pleas, Municipal Court, County Jail",,"https://www.starkcountyohio.gov/sheriff/divisions/jail , https://www.starkcountyohio.gov/sheriff/resources/accident-report",https://www.starkcjis.org/,"Incident reports, traffic citations, criminal cases, jail roster",,"Sheriff, County Jail",OIBRS,"370,606",
Ohio,Summit County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"https://sheriff.summitoh.net/index.php/information/records--id-bureau , https://co.summitoh.net/sheriff/images/stories/PDFs/ActiveOffenderReport.pdf","https://courts.akronohio.gov/AkronCaseInformation/ , https://eservices.stowmunicourt.com/eservices/ , https://www.cityofbarberton.com/405/Record-Search , https://clerkweb.summitoh.net/RecordsSearch/SelectDivision.asp","Incident reports, traffic citations (x3), criminal cases (x4), jail roster",,Sheriff,OIBRS,"541,013",
Ohio,Trumbull County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"http://www.sheriff.co.trumbull.oh.us/sh_ijisinmates.html , http://sheriff.co.trumbull.oh.us/sh_recreqforms.html","http://courts.co.trumbull.oh.us/eservices_east/home.page , http://www.centralcourt.co.trumbull.oh.us/cd_recsearch.html , https://www.warren.org/search-court-records , https://www.newtonfallscourt.com/Search/ , http://nilesmunicipalcourt.com/recordSearch.php , https://eservices.girardmunicipalcourt.com/eservices/home.page , https://courts.co.trumbull.oh.us/eservices/home.page","Incident reports, traffic citations (x6), criminal cases (x7), jail roster",,Sheriff,OIBRS,"197,974",
Ohio,Tuscarawas County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"http://www.co.tuscarawas.oh.us/tcso/civil.html , http://www.co.tuscarawas.oh.us/TCSO/injail.html","http://www.co.tuscarawas.oh.us/Courts/case-information-docket-search , http://records.tusccourtsouthern.com/ , https://www.npmunicipalcourt.org/recordSearch.php","Incident reports, traffic citations (x2), criminal cases (x3), jail roster",,Sheriff,OIBRS,"91,987",
Ohio,Union County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"http://tricounty.miamivalleyjails.org/ , https://www.co.union.oh.us/PublicRecords","https://www.co.union.oh.us/public-records-search , https://municourt.co.union.oh.us/recordSearch.php","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"58,988",
Ohio,Van Wert County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,http://www.vanwertcountysheriff.com/contacts.asp,"http://eservices.vanwertcounty.org/eservices/home.page , http://www.vwmc.org/recordSearch.php","Incident reports, traffic citations, criminal cases (x2), jail roster",,"Sheriff, County Jail",OIBRS,"28,275",
Ohio,Vinton County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"https://inmates.seorj.com/archonixXJailPublic/ , http://vintoncountysheriff.com/","https://eservices.vintoncountycpcourt.org/ , https://www.vintoncountycourt.com/recordSearch.php","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"13,085",
Ohio,Warren County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"http://miamivalleyjails.org/default.aspx , https://www.wcsooh.org/SHFCrash/Default.aspx , https://www.wcsooh.org/Local.aspx","http://countycourt.co.warren.oh.us/BenchmarkCounty/Home.aspx/Search , http://court.lebanonohio.gov/search.php , https://eaccess.franklinohio.org/eservices/home.page , http://courtconnect.masonmunicipalcourt.org/connection/court/ , http://clerkofcourt.co.warren.oh.us/BenchmarkCP/Home.aspx/Search","Incident reports, traffic citations (x4), criminal cases (x5), jail roster, crash reports",,Sheriff,OIBRS,"234,602",
